Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise,Earnings Per Share – Coefficient of Variation,Market Capitalization,Revenue - Actual,Enterprise Value,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5),"WACC Inflation Adjusted Risk Free Rate, (%)",Net Income after Tax,Price Target - Mean,Price Close,Enterprise Value To Sales (Daily Time Series Ratio)
RSG.N,2022-02-10 16:10:00,1.02,1.01071,0.919,3.16114414619426,44218869162.75,2952900000.0,53745069162.75,15,2.125,2.13333,1.515266,313100000.0,142.84615,139.45,4.896289875
RSG.N,2021-10-28 16:10:00,1.11,1.05127,5.587,5.02535029060089,38222884371.24,2933900000.0,47453384371.24,16,2.13333,2.125,1.527139,350800000.0,136.61539,120.06,4.46852853
MCK.N,2022-11-01 16:10:00,6.06,6.08792,-0.459,2.1044954598615,48261540000.0,70157000000.0,51476540000.0,13,1.9375,1.94118,3.747421,973000000.0,395.30769,339.87,0.194957421604345
MCK.N,2022-08-03 16:16:00,5.83,5.28192,10.377,1.01819035502242,46974240000.0,67154000000.0,51048240000.0,12,1.94118,1.94118,3.092855,807000000.0,374.92308,326.21,0.188665358417372
MCK.N,2022-05-05 16:10:00,5.83,6.03708,-3.43,1.87789461130215,45857777457.14,66102000000.0,48684777457.14,12,1.94118,1.875,2.325202,407000000.0,341.07692,306.13,0.19423195356194
MCK.N,2022-02-02 16:05:00,6.15,5.41983,13.472,2.63273940326542,37235382819.46,68614000000.0,41296382819.46,12,1.875,1.9375,1.515266,39000000.0,290.38462,248.57,0.165557262
MCK.N,2021-11-01 16:10:00,6.15,4.658,32.031,3.41734650064405,30441770257.08,66576000000.0,34759770257.08,12,1.9375,1.93333,1.527139,310000000.0,247.84615,199.38,0.145523749
HLT.N,2022-10-26 06:00:00,1.31,1.24327,5.367,3.5358369461179,33084545102.42,2368000000.0,40532545102.42,16,2.25,2.33333,3.747421,346000000.0,145.23529,120.62,5.38729725714551
HLT.N,2022-07-27 06:00:00,1.29,1.03653,24.454,3.04477439147926,31017283533.6,2240000000.0,38585283533.6,17,2.33333,2.36364,3.092855,367000000.0,146.11765,111.44,5.78014823415222
HLT.N,2022-05-03 06:09:00,0.71,0.64807,9.556,15.959695711883,42369142183.02,1721000000.0,49703142183.02,16,2.36364,2.36364,2.325202,211000000.0,157.77778,151.74,8.58848344558051
HLT.N,2022-02-16 06:00:00,0.72,0.74483,-3.334,12.130284762966,43477795175.18,1836000000.0,50818795175.18,18,2.36364,2.27273,1.515266,148000000.0,152.94444,155.99,10.523914741
HLT.N,2021-10-27 06:00:00,0.78,0.84594,-7.795,17.7648532992884,36817207856.33,1749000000.0,44296207856.33,18,2.27273,2.27273,1.527139,240000000.0,141.73684,132.11,11.063141544
NFLX.OQ,2022-10-18 16:00:00,3.1,2.1271,45.738,2.70603168633351,104775625107.36,7925589000.0,112550009107.36,36,2.67442,2.74468,3.747421,1398242000.0,251.40541,235.44,3.64766198123129
NFLX.OQ,2022-07-19 16:00:00,3.2,2.94257,8.749,4.44917198231478,77765666698.17,7970141000.0,86179520698.17,38,2.74468,2.38298,3.092855,1440951000.0,279.23077,174.87,2.83831155495258
NFLX.OQ,2022-04-19 16:00:00,3.53,2.89361,21.993,4.04304657503948,166420541471.5,7867767000.0,174946156471.5,38,2.38298,2.13333,2.325202,1597447000.0,463.51351,374.59,5.91913784958599
NFLX.OQ,2022-01-20 16:00:00,1.33,0.82114,61.97,11.4962125825072,267461134181.08,7709318000.0,276826225181.08,37,2.13333,2.08889,1.515266,352666000.0,642.325,602.44,9.619247896
NFLX.OQ,2021-10-19 16:00:00,3.19,2.56186,24.519,1.26626747753585,270351442085.96,7483467000.0,278317925085.96,38,2.08889,2.02222,1.527139,1449071000.0,641.97857,610.34,10.085138203
RF.N,2022-10-21 06:00:00,0.56,0.58752,-4.684,5.42619825708061,18745380000.0,1880000000.0,20561380000.0,23,2.23077,2.23077,3.747421,429000000.0,24.27391,20.07,4.78809557273366
RF.N,2022-07-22 06:00:00,0.59,0.5307,11.174,3.97211230450349,17512500000.0,1759000000.0,19189500000.0,23,2.23077,2.23077,3.092855,583000000.0,23.96957,18.75,4.68580097087379
RF.N,2022-04-22 06:00:00,0.55,0.47357,16.14,3.30257406508014,20768580000.0,1610000000.0,22543580000.0,23,2.23077,2.23077,2.325202,548000000.0,26.08636,22.26,5.75902474883608
RF.N,2022-01-20 06:10:00,0.43,0.48746,-11.788,11.7835309563862,20781561181.4,1644000000.0,23497561181.4,23,2.23077,2.45833,1.515266,438000000.0,26.97609,21.8,5.670230343
RF.N,2021-10-22 06:00:00,0.65,0.52485,23.845,5.40154329808517,20341232632.17,1622000000.0,22728232632.17,22,2.45833,2.33333,1.527139,651000000.0,23.98409,21.31,5.575315929
WMT.N,2022-11-15 07:09:00,1.5,1.3199,13.645,1.93347980907644,386317485573.21,152813000000.0,434125485573.21,31,1.97619,1.97561,3.747421,-1767000000.0,156.43157,129.7,0.675536657960376
WMT.N,2022-08-16 07:02:00,1.77,1.62141,9.164,0.775251170277721,361968864102.5,152859000000.0,407028864102.5,30,1.97561,1.925,3.092855,5147000000.0,147.71892,121.58,0.664085746465791
WMT.N,2022-05-17 07:02:00,1.3,1.48197,-12.279,3.79967205813883,421148099056.25,141569000000.0,470401099056.25,30,1.925,1.90476,2.325202,2103000000.0,160.77778,148.92,0.779573817643666
WMT.N,2022-02-17 07:11:00,1.53,1.49803,2.134,1.96791786546331,387815947212.98,152871000000.0,424524947212.98,33,1.90476,1.9,1.515266,3633000000.0,166.52162,144.69,0.763583025
WMT.N,2021-11-16 07:01:00,1.45,1.40304,3.347,3.12678184513628,416657343666.72,140525000000.0,452045343666.72,30,1.9,1.86842,1.527139,3132000000.0,169.10278,139.38,0.739651195
AMGN.OQ,2022-11-03 16:01:00,4.7,4.43914,5.876,2.8762327838275,120363600000.0,6652000000.0,147589600000.0,22,2.65517,2.63333,3.747421,2143000000.0,255.98261,225.4,5.67399181322014
AMGN.OQ,2022-08-04 16:01:00,4.65,4.39686,5.757,4.05766842701382,129970843698.9,6594000000.0,159309843698.9,22,2.63333,2.63333,3.092855,1317000000.0,252.71818,243.3,6.09062333557152
AMGN.OQ,2022-04-27 16:01:00,4.25,4.09474,3.792,5.31071569867684,129079841786.92,6238000000.0,159389841786.92,20,2.63333,2.6,2.325202,1476000000.0,248.16087,241.82,5.94140812913968
AMGN.OQ,2022-02-07 16:01:00,4.36,4.07876,6.895,5.23394364954055,126717929972.94,6846000000.0,151989929972.94,22,2.6,2.55556,1.515266,1899000000.0,237.65217,224.97,5.874798384
AMGN.OQ,2021-11-02 16:01:00,4.67,4.27233,9.308,4.50878092282197,120753802865.45,6706000000.0,145411802865.45,22,2.55556,2.41379,1.527139,1884000000.0,247.04762,212.65,5.707651972
KIM.N,2022-10-27 07:00:00,0.08,0.16375,-51.145,8.60458015267175,11385896834.2,429042000.0,18622559834.2,8,2.125,2.125,,23278000.0,23.35526,18.41,11.3469472953946
KIM.N,2022-07-28 06:50:00,-0.21,0.14857,-241.348,2.35579188261426,12227421720.96,423273000.0,19537701720.96,8,2.125,2.12,,-178242000.0,23.98611,19.77,12.9606662760098
KIM.N,2022-04-28 06:50:00,0.37,0.1475,150.848,25.3084745762712,15264662540.4,422654000.0,22601424540.4,9,2.12,2.08,,207016000.0,27.4,24.7,16.5839969957166
KIM.N,2022-02-10 06:50:00,0.13,0.15714,-17.271,8.8137966144839,15200634317.45,420405000.0,22565966317.45,9,2.08,2.32,,38459000.0,26.80952,24.65,18.5972895994368
KIM.N,2021-11-05 08:42:00,0.91,0.102,792.157,71.343137254902,12790588840.0,364694000.0,20080716840.0,8,2.32,2.3,,487640000.0,24.5,20.75,16.2254756818593
PXD.N,2022-10-27 16:18:00,7.48,7.44358,0.489,9.12961236394316,51678555549.62,4224000000.0,55070555549.62,26,2.36364,2.11765,3.747421,1984000000.0,282.18438,216.53,2.284585906945
PXD.N,2022-08-02 16:18:00,9.36,8.7478,6.998,6.49717643293171,53976210373.8,4639000000.0,56417210373.8,25,2.11765,2.02941,3.092855,2371000000.0,292.51613,223.08,2.69222595207369
PXD.N,2022-05-04 16:18:00,7.74,6.99813,10.601,9.31448829901702,60497005019.55,3930000000.0,62931005019.55,25,2.02941,2.0,2.325202,2009000000.0,291.375,250.03,3.57739255845271
PXD.N,2022-02-16 16:26:00,4.58,4.08492,12.12,18.4221478021601,44403037537.88,3716000000.0,47295037537.88,26,2.0,2.0,1.515266,763000000.0,240.30303,181.88,3.536480611
PXD.N,2021-11-03 16:27:00,4.13,3.88452,6.319,3.73559667603719,40621620582.95,3282000000.0,46825620582.95,26,2.0,1.91177,1.527139,1045000000.0,219.9375,166.51,4.221186916
DG.N,2022-08-25 06:30:00,2.98,2.93462,1.546,2.41768951346341,56037609810.0,9425713000.0,60902681810.0,22,2.10714,2.2069,3.747421,678030000.0,263.13044,239.86,1.66836755651446
DG.N,2022-05-26 06:55:00,2.41,2.31191,4.243,3.05461717800433,54343269458.51,8751352000.0,58855753458.51,23,2.2069,2.13333,3.092855,552657000.0,245.95652,245.44,1.74212247444053
DG.N,2022-03-17 06:55:00,2.57,2.56622,0.147,3.1875677065879,47344589962.32,8651448000.0,51171828962.32,24,2.13333,2.0,2.325202,597433000.0,245.44,222.63,1.60025994808572
DG.N,2021-12-02 06:55:00,2.08,2.01213,3.373,5.52797284469691,51682879491.36,8517839000.0,55321643491.36,23,2.0,1.88889,1.515266,487031000.0,250.2,235.83,1.715010695
DG.N,2021-08-26 06:55:00,2.69,2.59273,3.752,5.96552668422859,54950845193.6,8650198000.0,58793944193.6,23,1.88889,1.92857,1.527139,637019000.0,249.26087,212.14,1.584346827
XRAY.OQ,2022-11-07 08:35:00,0.69,0.56364,22.419,7.02753530622383,7698084095.88,1023000000.0,9364084095.88,11,2.64286,2.53333,3.747421,73000000.0,40.6,28.35,1.87912713916289
XRAY.OQ,2022-05-10 07:05:00,0.52,0.55633,-6.53,15.1726493268384,10604525586.32,965000000.0,12450525586.32,14,2.53333,2.125,3.092855,69000000.0,51.81818,35.73,2.25704943690253
XRAY.OQ,2022-02-28 06:00:00,0.76,0.78679,-3.405,2.75550019700301,12196085980.54,1088000000.0,13953085980.54,14,2.125,2.13333,2.325202,92000000.0,67.0,49.22,2.9478586234212
XRAY.OQ,2021-11-04 06:00:00,0.68,0.65092,4.468,4.75788115282984,12686862388.05,1069000000.0,14484862388.05,13,2.13333,2.0,1.515266,84000000.0,71.27273,55.79,3.32614407827823
XRAY.OQ,2021-08-05 07:10:00,0.71,0.64969,9.283,5.6457695208484,13810804334.46,1067000000.0,15732804334.46,13,2.0,1.9375,1.527139,96000000.0,73.75,58.05,3.59638177003274
EQR.N,2022-10-25 16:15:00,0.86,0.346,148.555,21.4797687861272,25286097186.66,695099000.0,33364327186.66,12,2.64,2.6,3.747421,336192000.0,77.09524,67.22,12.9792649507228
EQR.N,2022-07-26 16:15:00,0.59,0.291,102.749,22.0824742268041,27163273231.26,687030000.0,35736366231.26,12,2.6,2.75,3.092855,233846000.0,81.76191,72.22,14.3015340180566
EQR.N,2022-04-26 16:10:00,0.19,0.24429,-22.224,31.4707929100659,33807588374.4,653348000.0,42680505374.4,12,2.75,2.72,2.325202,75059000.0,95.475,89.92,17.4661667097809
EQR.N,2022-02-01 16:18:00,1.4,0.43333,223.079,76.8075139039531,33985211147.5,645130000.0,42971349147.5,12,2.72,2.75,1.515266,561348000.0,94.31818,90.5,17.595865212
EQR.N,2021-10-26 16:15:00,1.15,0.37556,206.209,79.7449142613697,30345209420.96,623206000.0,39158456420.96,11,2.75,2.86364,1.527139,448488000.0,88.04546,80.92,16.138762244
URI.N,2022-10-26 16:25:00,9.27,9.06524,2.259,3.75092110082028,18904446793.8,3051000000.0,28738446793.8,18,2.35,2.25,3.747421,606000000.0,367.0,270.12,2.68655168217868
URI.N,2022-07-27 16:15:00,7.86,6.46006,21.671,7.2435859728857,17395151651.19,2771000000.0,27148151651.19,18,2.25,2.25,3.092855,493000000.0,363.33333,242.91,2.63008461663459
URI.N,2022-04-27 16:31:00,5.73,4.995,14.715,10.4630630630631,25643340566.97,2524000000.0,35030340566.97,17,2.25,2.26316,2.325202,367000000.0,405.6,355.21,3.621278362183
URI.N,2022-01-26 16:25:00,7.39,6.72159,9.944,5.2808933600532,24055946806.15,2776000000.0,33596946806.15,17,2.26316,2.26316,1.515266,481000000.0,406.35714,332.29,3.670674347
URI.N,2021-10-27 16:15:00,6.58,6.8005,-3.242,4.42908609661054,25403871479.27,2596000000.0,35187871479.27,16,2.26316,2.26316,1.527139,409000000.0,375.8,350.93,3.998623323
TDG.N,2022-11-10 07:15:00,5.5,5.20044,5.76,5.6283699071617,28463432161.92,1510000000.0,45410432161.92,17,2.0,2.05263,3.747421,265000000.0,721.32105,524.82,8.58376917312813
TDG.N,2022-08-09 07:15:00,4.85,4.38567,10.587,4.97529453880479,29579304213.86,1398000000.0,45734304213.86,15,2.05263,1.95,3.092855,239000000.0,711.38125,521.8257078,8.95141174411718
TDG.N,2022-05-10 16:13:00,3.86,3.69765,4.391,5.23467607804957,36995426510.24,1327000000.0,52608426510.24,17,1.95,2.05,2.325202,199000000.0,739.55556,633.5184036,10.4957552210317
TDG.N,2022-02-08 07:19:00,3.0,3.14,-4.459,6.30254777070064,35153770728.28,1194000000.0,50289770728.28,17,2.05,2.22222,1.515266,163000000.0,736.47059,618.6804952,10.51693493
TDG.N,2021-11-16 07:15:00,4.25,3.70438,14.729,3.9234635755511,34421571654.24,1279000000.0,49738571654.24,16,2.22222,2.16667,1.527139,208000000.0,715.66667,607.2943938,10.656205339
CNC.N,2022-10-25 06:00:00,1.3,1.23906,4.918,5.53564799121915,44358780710.0,35865000000.0,47926780710.0,18,1.95455,1.90476,3.747421,740000000.0,103.0,77.81,0.361734897787755
CNC.N,2022-07-26 06:00:00,1.77,1.59279,11.126,12.8246661518468,49168901640.0,35936000000.0,54763901640.0,19,1.90476,2.0,3.092855,-171000000.0,101.36842,84.61,0.428917149507448
CNC.N,2022-04-26 06:00:00,1.83,1.68447,8.64,3.27224586962071,49238858260.0,37185000000.0,57194858260.0,18,2.0,1.95455,2.325202,852000000.0,96.0,84.19,0.438045580003493
CNC.N,2022-02-08 06:06:00,1.01,0.98682,2.349,5.1620356295981,47996269600.0,32568000000.0,53943269600.0,17,1.95455,1.85714,1.515266,593000000.0,94.7,82.4,0.440586593
CNC.N,2021-10-26 06:00:00,1.26,1.251,0.719,9.39728217426059,36357885000.0,32406000000.0,41981885000.0,19,1.85714,1.85,1.527139,581000000.0,83.4,62.31,0.357693351
NKE.N,2022-09-29 16:15:00,0.93,0.92039,1.044,6.6939014982779,166972776087.25,12687000000.0,164527776087.25,23,2.16667,2.11111,3.747421,1468000000.0,124.48862,83.12,2.7078098697478
NKE.N,2022-06-27 16:15:00,0.9,0.80508,11.79,6.65523923088389,187042263690.65,12234000000.0,183475263690.65,24,2.11111,2.05263,3.092855,1439000000.0,149.36667,102.2,3.34878332618112
NKE.N,2022-03-21 16:15:00,0.87,0.71168,22.246,8.62887814748201,215925869528.15,10871000000.0,211876869528.15,25,2.05263,2.02778,2.325202,1396000000.0,168.43438,134.56,4.4505928093258
NKE.N,2021-12-20 16:15:00,0.83,0.62932,31.888,9.66439966948452,267876070425.08,11357000000.0,262199070425.08,25,2.02778,1.9375,1.515266,1337000000.0,183.78788,166.67,5.613298475
NKE.N,2021-09-23 16:15:00,1.16,1.11409,4.121,3.00065524329273,260799572592.26,12248000000.0,256534572592.26,23,1.9375,1.93548,1.527139,1874000000.0,184.13333,145.23,5.070088846
AES.N,2022-08-04 17:10:00,0.34,0.3138,8.349,7.66093052899936,14032136214.25,3078000000.0,37607136214.25,11,1.78571,1.78571,3.747421,-141000000.0,27.04546,22.6,3.2950464368439
AES.N,2022-05-05 17:52:00,0.21,0.27558,-23.797,19.5732636620945,17172077003.66,2852000000.0,39570077003.66,12,1.78571,1.75,3.092855,204000000.0,28.90909,21.01,3.20744287852175
AES.N,2022-01-06 19:00:00,0.45,0.43429,3.617,5.20159340532824,16203085087.5,2770000000.0,37578085087.5,8,1.75,1.7,2.325202,-1321000000.0,30.55,25.73,3.45992971938426
AES.N,2021-11-03 18:27:00,0.5,0.43375,15.274,2.80806916426513,15212992841.37,3036000000.0,37901992841.37,9,1.7,1.9,1.515266,460000000.0,30.16667,24.3,3.557962226
AES.N,2021-08-04 16:15:00,0.31,0.28889,7.307,3.02883450448268,17371210299.63,2700000000.0,40209210299.63,9,1.9,1.88889,1.527139,-71000000.0,29.875,22.83,3.644731115
ELV.N,2022-10-19 06:00:00,7.53,7.14795,5.345,1.31688106380151,109017915242.56,39625000000.0,123969915242.56,19,1.84,2.0,3.747421,1613000000.0,560.52381,454.24,0.846274493680413
ELV.N,2022-07-20 06:00:00,8.04,7.74045,3.87,1.60546221472912,116342693132.4,38482000000.0,133529693132.4,21,2.0,2.0,3.092855,1650000000.0,559.54546,482.58,0.924791256831706
ELV.N,2022-04-20 06:00:00,8.25,7.81332,5.589,2.60990206467929,118499816273.04,37886000000.0,135649816273.04,20,2.0,1.96154,2.325202,1795000000.0,536.1,491.22,0.986149757810142
ELV.N,2022-01-26 06:00:00,5.14,5.11276,0.533,3.00268348211142,112507960913.04,36018000000.0,130726960913.04,21,1.96154,1.96296,1.515266,1125000000.0,491.21739,463.54,0.970526841777937
ELV.N,2021-10-20 06:00:00,6.79,6.37077,6.581,3.85024102267073,90894410944.0,35548000000.0,108260410944.0,22,1.96296,1.88,1.527139,1502000000.0,450.54167,372.8,0.843490934134333
GWW.N,2022-10-28 08:00:00,8.27,7.25167,14.043,2.10392916390294,24768164214.3,3942000000.0,27017164214.3,15,2.41177,2.41177,3.747421,442000000.0,585.2,489.19,1.90616702175871
GWW.N,2022-07-29 08:00:00,7.19,6.64913,8.134,4.50810857961869,23152977649.56,3837000000.0,25480977649.56,15,2.41177,2.55556,3.092855,389000000.0,558.4,454.43,1.87088536249982
GWW.N,2022-04-28 08:00:00,7.07,6.1175,15.57,4.17098487944422,26358021790.65,3647000000.0,28621021790.65,16,2.55556,2.66667,2.325202,385000000.0,544.75,515.79,2.20895575108662
GWW.N,2022-02-03 08:00:00,5.44,5.24313,3.755,2.52921441963102,26699749157.28,3359000000.0,29106749157.28,16,2.66667,2.66667,1.515266,301000000.0,522.5,518.24,2.303534525
GWW.N,2021-10-29 08:00:00,5.65,5.29938,6.616,2.00646113318916,20250469673.82,3372000000.0,22584469673.82,16,2.66667,2.61111,1.527139,315000000.0,477.83333,393.06,1.824609769
K.N,2022-11-03 08:03:00,1.01,0.98013,3.048,3.88213808372359,23692278197.7,3946000000.0,30461278197.7,16,3.09524,3.09524,3.747421,309000000.0,73.62105,69.66,2.11670175591302
K.N,2022-08-04 08:00:00,1.18,1.04971,12.412,3.37426527326595,24252494007.74,3864000000.0,31417494007.74,17,3.09524,3.04348,3.092855,324000000.0,72.84211,71.34,2.21352793266662
K.N,2022-05-05 08:21:00,1.1,0.92979,18.306,4.50101635853257,22317662978.64,3672000000.0,29798662978.64,19,3.04348,2.86364,2.325202,423000000.0,69.05,64.49,2.06309059895353
K.N,2022-02-10 08:00:00,0.83,0.78853,5.259,3.62446577809341,21975130969.26,3421000000.0,29295130969.26,17,2.86364,2.66667,1.515266,431000000.0,67.45,64.42,2.080360701
K.N,2021-11-04 08:00:00,1.09,0.93477,16.606,5.31788568310921,21771938791.98,3622000000.0,29389938791.98,17,2.66667,2.7,1.527139,300000000.0,67.515,63.92,2.102977675
GOOGL.OQ,2022-10-25 16:02:00,1.06,1.24917,-15.143,6.18170465188885,1243730650000.0,69092000000.0,1142538650000.0,39,1.82609,1.81633,3.747421,13910000000.0,138.89205,95.65,4.07547898712514
GOOGL.OQ,2022-07-26 16:02:00,1.21,1.27915,-5.406,7.15006058710863,1437608994806.25,69685000000.0,1327427994806.25,38,1.81633,1.68628,3.092855,16002000000.0,151.19602,108.963,4.87771051664331
GOOGL.OQ,2022-04-26 16:09:00,1.231,1.2864,-4.307,7.67957089552239,1842066627198.91,68011000000.0,1723068627198.91,39,1.68628,1.71739,2.325202,16436000000.0,169.17906,139.0675,6.6657647278881
GOOGL.OQ,2022-02-01 16:02:00,1.5345,1.36722,12.235,7.05372946563099,1921854645843.66,75325000000.0,1797135645843.66,37,1.71739,1.70455,1.515266,20642000000.0,169.12006,144.852,7.501311174
GOOGL.OQ,2021-10-26 16:00:00,1.3995,1.17397,19.211,9.93551794338867,1779953987630.97,65118000000.0,1652487987630.97,36,1.70455,1.71429,1.527139,18936000000.0,161.56887,133.676,7.529730042
GM.N,2022-10-25 06:30:00,2.25,1.8765,19.904,7.28590460964562,46788791062.22,41889000000.0,133583791062.22,18,2.11539,2.0,3.747421,3252000000.0,48.49696,32.09,1.02014966625703
GM.N,2022-07-26 06:00:00,1.14,1.19754,-4.805,3.11638859662308,46313731841.52,35759000000.0,134287731841.52,18,2.0,1.88462,3.092855,1642000000.0,53.89227,31.76,1.03311443533795
GM.N,2022-04-26 16:21:00,2.09,1.67024,25.132,10.7756969058339,63555153280.38,35979000000.0,152072153280.38,18,1.88462,1.79167,2.325202,2807000000.0,68.04478,43.74,1.18365683978756
GM.N,2022-02-01 16:05:00,1.35,1.18919,13.523,14.6149900352341,85122569037.22,33584000000.0,171896569037.22,18,1.79167,1.70833,1.515266,1766000000.0,77.51818,58.63,1.37023300369045
GM.N,2021-10-27 07:30:00,1.52,0.9596,58.399,43.8265944143393,76520362130.52,26779000000.0,167704362130.52,18,1.70833,1.68182,1.527139,2386000000.0,72.7087,52.71,1.20019021999957
CCI.N,2022-10-19 16:15:00,0.97,0.96879,0.125,2.24919745249228,62590150000.0,1746000000.0,83899150000.0,17,2.42105,2.42105,3.747421,419000000.0,180.64706,144.55,12.1430275637226
CCI.N,2022-07-20 16:15:00,0.97,0.95825,1.226,2.7925906600574,72908540000.0,1734000000.0,93909540000.0,17,2.42105,2.42105,3.092855,421000000.0,197.5,168.38,13.9567288161286
CCI.N,2022-04-20 16:15:00,0.97,0.94469,2.679,3.30796345891245,79937647943.4,1742000000.0,100751647943.4,17,2.42105,2.5,2.325202,421000000.0,198.72222,184.6,15.5559381614196
CCI.N,2022-01-26 16:24:00,0.81,0.77533,4.472,4.07568390233836,90218105987.52,1654000000.0,110555105987.52,18,2.5,2.31579,1.515266,353000000.0,199.94118,208.74,17.571792521
CCI.N,2021-10-20 16:15:00,0.81,0.76313,6.142,5.33722956770144,74874240000.0,1618000000.0,94882240000.0,18,2.31579,2.2,1.527139,351000000.0,198.55556,173.32,15.37460559
COF.N,2022-10-27 16:05:00,4.2,5.04179,-16.696,5.30168848762047,35208940000.0,8805000000.0,90944940000.0,19,2.26087,2.26087,3.747421,1694000000.0,126.64211,92.17,3.07057178508514
COF.N,2022-07-21 16:05:00,4.96,5.0884,-2.523,5.04362864554673,39988122000.0,8232000000.0,98946122000.0,20,2.26087,2.125,3.092855,2031000000.0,146.3,104.19,3.2361220903697
COF.N,2022-04-26 16:05:00,5.62,5.44057,3.298,3.21528810400381,53260435175.11,8173000000.0,98356435175.11,21,2.125,2.04167,2.325202,2403000000.0,173.193,131.29,3.76527747196671
COF.N,2022-01-25 16:05:00,5.41,5.29738,2.126,5.63712627751832,61753504395.22,8118000000.0,105520504395.22,21,2.04167,2.08,1.515266,2426000000.0,185.88,145.09,3.937088096
COF.N,2021-10-26 16:05:00,6.78,5.38039,26.013,11.0382332879215,72257047164.93,7830000000.0,110226047164.93,24,2.08,1.95833,1.527139,3104000000.0,187.25455,161.97,4.389988289
ROP.N,2022-10-26 06:55:00,3.67,3.457,6.161,0.484813422042233,38125307648.88,1350300000.0,42890307648.88,12,2.33333,2.28571,3.747421,276900000.0,492.0,359.64,8.40730172442661
ROP.N,2022-07-22 06:55:00,3.95,3.59333,9.926,7.87904255940868,41798429295.75,1311000000.0,46376329295.75,12,2.28571,2.29412,3.092855,225000000.0,494.6,394.65,9.28044476851946
ROP.N,2022-04-26 06:55:00,3.77,3.68757,2.235,1.14384269315565,49868826772.05,1526600000.0,54085626772.05,14,2.29412,2.35294,2.325202,287600000.0,520.07143,472.23,11.8828099573938
ROP.N,2022-02-02 06:55:00,3.73,3.66915,1.658,0.879222708256681,51883802914.0,1512300000.0,59454102914.0,14,2.35294,2.23077,1.515266,199900000.0,516.42857,491.86,12.1845796519297
ROP.N,2021-10-22 06:55:00,3.91,3.83364,1.992,1.59352469193769,47032739523.72,1462800000.0,55009339523.72,11,2.23077,2.30769,1.527139,210800000.0,512.27273,446.13,11.3543707646642
C.N,2022-10-14 08:00:00,1.5,1.42058,5.591,9.88187923242619,80708658842.88,18508000000.0,291468658842.88,19,2.56,2.40741,3.747421,3515000000.0,57.21667,41.67,5.9628754463385
C.N,2022-07-15 08:00:00,2.3,1.68225,36.722,8.71570812899391,89069275561.77,19638000000.0,308600275561.77,20,2.40741,2.37037,3.092855,4789000000.0,59.4875,45.99,6.64300234012703
C.N,2022-04-14 08:00:00,2.31,1.54665,49.355,22.8228752465005,103698556942.8,19304000000.0,328733556942.8,19,2.37037,2.15385,2.325202,4325000000.0,68.22,53.4,6.74251722521645
C.N,2022-01-14 07:59:00,1.46,1.37853,5.91,9.22939653108746,119829898563.21,17017000000.0,334465898563.21,20,2.15385,2.08,1.515266,3179000000.0,80.388,60.39,6.29251782386889
C.N,2021-10-14 07:59:00,2.15,1.64943,30.348,11.4221276440952,139255874833.02,17154000000.0,317518874833.02,20,2.08,2.08,1.527139,4669000000.0,84.39167,70.18,7.37699822487286
ODFL.OQ,2022-10-26 07:00:00,3.36,3.07484,9.274,1.59097709149094,27805986634.98,1603690000.0,27530389634.98,19,2.81818,2.77273,3.747421,377401000.0,283.94444,248.77,4.59996810697738
ODFL.OQ,2022-07-27 07:00:00,3.3,3.14242,5.015,2.860534237944,29050301612.8,1667448000.0,28729731612.8,19,2.77273,2.71429,3.092855,376078000.0,292.83333,256.28,5.08414337790402
ODFL.OQ,2022-04-27 07:02:00,2.6,2.39211,8.691,2.21937954358286,33978181775.4,1497280000.0,33536827775.4,18,2.71429,2.71429,2.325202,299751000.0,310.0625,298.68,6.34685121921616
ODFL.OQ,2022-02-02 07:00:00,2.41,2.26288,6.501,2.87023615923071,41217703821.36,1410358000.0,40600653821.36,19,2.71429,2.52632,1.515266,278806000.0,342.75,358.38,8.284206707
ODFL.OQ,2021-10-27 07:00:00,2.47,2.37187,4.137,1.7188969041305,33119367536.34,1400046000.0,32654650536.34,16,2.52632,2.47368,1.527139,286634000.0,304.42063,285.98,7.115237129
A.N,2022-08-16 16:04:00,1.34,1.19913,11.748,1.93056632725393,40056750309.6,1718000000.0,41891750309.6,15,2.0,1.88889,3.747421,329000000.0,147.0,121.55,5.67934093459979
A.N,2022-05-24 16:05:00,1.13,1.12021,0.874,2.30671034895243,35794522474.79,1607000000.0,37492522474.79,15,1.88889,1.88889,3.092855,274000000.0,153.06667,118.77,5.69565739407385
A.N,2022-02-22 16:05:00,1.21,1.17629,2.866,1.2675445680912,41847006445.2,1674000000.0,43419006445.2,15,1.88889,1.88235,2.325202,283000000.0,168.25625,132.33,6.40589653660357
A.N,2021-11-22 16:05:00,1.21,1.17493,2.985,1.46732145744853,47675792983.32,1660000000.0,48829792983.32,15,1.88235,1.88889,1.515266,442000000.0,177.3125,159.65,7.812696193
A.N,2021-08-17 16:05:00,1.1,0.99187,10.902,1.57278675632895,46496605366.75,1586000000.0,47926605366.75,15,1.88889,1.95,1.527139,264000000.0,164.93125,157.53,7.997053385
